id,subcat_sed,direccion,cve_delg,ubicacion,nombre,superficie,perimetro,categoria
6631,3,Circuito de la Investigación Cientifica,4,CIUDAD UNIVERSITARIA,UNAM,2552.50036307,253.117921435,2
6632,3,Manuel López Cotilla,3,DE M. ROMERO A C. BEISTEGUI,CAMELLON AV. M. LOPEZ COTILLA,986.86724221,311.148973438,2
6633,8,Caleta,3,"SN. ANTONIO, ZEMPOALA, VERTIZ, COL. NARVARTE OTE",DE LAS AMERICAS,25831.8361381,782.792260632,4
6634,8,Manuel López Cotilla,3,"FELIX CUEVAS, PARROQUIA, AMORES, CABRIEL MANCERA,",PARQUE FELIX CUEVAS,13702.6669478,474.068076902,4
6635,4,Ret. 3 Epsilon,4,,,290.306900117,143.149189726,1
6636,3,Cerro de las Torres,4,CANAL NACIONAL,PARQUE DEL RIO,2238.66389703,497.174520062,2
6637,3,Calzada de la Virgen,4,DE CALZ. DEL HUESO A AV. MANUELA SAENZ,CAMELLON AV. CAFETALES,3287.07642731,727.278996207,2
6638,9,Av. Insurgentes Sur,4,,,5199.67501753,279.503629157,2
6639,3,Prologación Ote Moctezuma,4,PROL. MOCTEZUMA,CAMELLON AV. MOCTEZUMA,420.977929329,322.972866714,2
6640,6,,4,"GRAL. ANAYA, 20 DE AGOSTO Y XICOTENCATL, B. SAN DI",PREDIO FRENTE A EX-CONVENTO CHURUBUSCO,1831.02925676,392.731957963,3
6641,3,Pacífico,4,,CAMELLON AV. PACIFICO,158.56052828,153.371560174,2
6642,7,División del Norte,4,,,452.819641123,155.610472542,1
6643,5,Cda. Plazuela de los Reyes,4,,,5829.96047737,693.472808989,1
6644,3,atletas,4,"ENTRE TLALPAN Y GOLF, COUNTRY CLUB",CAMELLON AV. DE LOS ATLETAS,338.00516861,114.240313203,2
6645,3,Duna,4,,,308.40586464,454.53610695,2
6646,7,,4,,,17.5471155946,16.7915073197,1
6647,10,Manuela Medina,4,,,121.00132331,50.0269433626,2
6648,3,Copilco,4,,,116.639347943,141.309863806,2
6649,3,Circuito Escolar,4,CIUDAD UNIVERSITARIA,UNAM,536.989041758,360.366359399,2
6650,19,Pedro Sainz de Baranda,4,,CAMELLON AV. TENIENTE JOSE AZUETA,7807.76859844,619.921367637,6
6651,8,2 DOLORES GUERRERO,4,,,1072.74280235,255.987772168,4
6652,5,2 ESTACIONAMIENTO MANUELA MEDINA,4,,,192.904009717,115.431366901,1
6653,8,Alvaro Gálvez y Fuentes,4,"AV. 3, ENTRE RET. 802 Y CALZ. DE TLALPAN",PARQUE POPULAR,1870.44871248,194.346970083,4
6654,5,EL CENTINELA,4,ENTRE RET. 812 Y MIRAMONTES,ANDADOR EL CENTINELA,502.952310865,126.189627704,1
6655,3,Avenida Seis,4,,,314.060458969,150.091298891,2
6656,4,MARA AGUILAR,4,,,62.8599166772,40.0770645059,1
6657,4,,4,,,399.864791071,416.585472729,1
6658,4,,4,,,141.116570963,68.0047038095,1
6659,4,,4,,,159.417368491,57.3737193546,1
6660,4,Calzada de la Virgen,4,,,914.668729395,169.81436895,1
6661,8,Candelaria Pérez,4,,,3186.44402804,363.843951581,4
6662,4,,4,,,1217.04711219,208.841283976,1
6663,5,NINGUNO,4,"AV. 3, ENTRE RET. 802 Y CALZ. DE TLALPAN",PARQUE POPULAR,436.742019791,83.6653174351,1
6664,10,ESTACIONAMIENTO,4,,,254.996820064,120.145076797,2
6665,3,Calzada de la Virgen,4,DE CALZ. DE TLALPAN A CANAL NACIONAL,CAMELLON AV. DE LA VIRGEN,2655.84814456,684.695996109,2
6666,5,UAM Xochimilco,4,CALZ. DEL HUESO Y LAS BOMBAS,UAM- XOCHIMILCO,383.359688659,150.995318928,1
6667,5,UAM Xochimilco,4,CALZ. DEL HUESO Y LAS BOMBAS,UAM- XOCHIMILCO,335.076682843,109.728210289,1
6668,5,Remedios Valle,4,,,339.609960018,164.21028924,1
6669,3,Ronchamp,4,"AV. RONCHAMP, EIFFEL Y LAS BOMBAS",CAMELLON AV. RONCHAMP,183.310908794,94.4357890075,2
6670,8,,4,,,344.996333018,158.592523645,4
6671,4,Calzada de las Bombas,4,,CAMELLON AV. CANDELARIA PEREZ,1434.94860917,370.34790059,1
6672,4,DUODCIMO,4,,,114.683705475,47.6880969642,1
6673,4,Elvira Vargas,4,,,97.6923383987,46.276900372,1
6674,4,Elvira Vargas,4,,,92.3852870182,45.5876920597,1
6675,5,Melchor Ocampo,4,,,2664.46121275,350.58426948,1
6676,14,Calle 13,4,,,2824.15470005,280.244492072,3
6677,4,ORIENTAL,4,,,991.794565489,256.070603853,1
6678,7,11 ELVIRA VARGAS,4,,,188.075898369,65.1974245562,1
6679,7,7 ELVIRA VARGAS,4,,,234.734141404,75.7719286242,1
6680,4,,4,,,312.053063652,83.8923671557,1
6681,4,D,4,,,868.79990253,353.843777545,1
6682,4,,4,,,315.829300473,103.788155954,1
6683,3,Omega,4,CDA. OMEGA Y M. OCAMPO,CAMELLON AV. OMEGA,378.628508949,209.129180298,2
6684,2,,4,DIV. DEL NORTE Y MAR DE LA TRANQUILIDAD,CLUB DEPORTIVO AMERICA,1873.79090534,183.069958307,1
6685,8,Avenida Aztecas,4,DE EJE 10 SUR A AV. DEL IMAN,CAMELLON AV. AZTECAS,933.905803798,134.882722608,4
6686,8,Xotepingo,4,"AV. XOTEPINGO, ENTRE DIV. DE NORTE Y CALZ. DE TLAL",PARQUE XOTEPINGO,20827.0477636,783.943398065,4
6687,8,Rey Hueman,4,DE EJE 10 SUR A AV. DEL IMAN,CAMELLON AV. AZTECAS,289.310425389,118.0357768,4
6688,10,Retorno 59,4,DE CALZ. DE TLALPAN A CANAL NACIONAL,CAMELLON AV. DE LA VIRGEN,147.278373951,55.1738099007,2
6689,6,Avenida Canal de Miramontes,4,AV. CANAL DE MIRAMONTES Y LAS BOMBAS,ALAMEDA SUR,1382.77536216,178.888312392,3
6690,5,TAMUN,4,,,30.8432613962,50.9955516853,1
6691,8,AZTECAS,4,DE EJE 10 SUR A AV. DEL IMAN,CAMELLON AV. AZTECAS,32.9708452069,23.3328122379,4
6692,3,Av. Universidad,4,,,419.93209093,110.962471535,2
6693,3,Avenida Canal de Miramontes,4,DE AV. TAXQUEÑA A CALZ. DEL HUESO,CAMELLON AV. CANAL DE MIRAMONTES,7376.55080658,1095.66592375,2
6694,8,NINGUNO,4,CALLE MIRADOR Y H. STO. TOMAS,PARQUE Y JARDIN,1226.72998331,141.460856513,4
6695,14,1er And. de M. Sánchez,4,,JARDIN,333.022818034,77.0862757764,3
6696,4,San Raymundo,4,,,6104.81133048,1814.2476762,1
6697,9,Circuito Interior,4,,,2140.50221346,222.874210376,2
6698,4,,4,,,326.672881266,88.9491455183,1
6699,2,Abasolo,4,"PARIS, ENTRE ABASOLO Y GOMEZ FARIAS, COL. DEL CARM",DEPORTIVO FRAGATA,10244.1889058,410.669678906,1
6700,5,,4,"JOSE AZUETA, CALZ. DE LA VERGEN Y PEDRO SAINZ",SECRETARIA DE MARINA,639.764514626,191.362072001,1
6701,4,1 SANTO TOMS,4,,,1189.01773902,292.338868788,1
6702,3,Cerro de las Torres,4,CALZ. DE TLALPAN Y AV. TAXQUEÑA,PARQUE LAS TORRES,3281.2446177,329.085257787,2
6703,8,Teotepec,4,HACIANDA STA. CECILIA Y YUCOCHITO,PARQUE,5004.58261035,377.720473835,4
6704,5,12 DOLORES GUERRERO,4,,,829.748149003,183.843539679,1
6705,8,,4,ENTRE DE LOS PARQUES Y PASEO DUQUESA,PARQUE,721.885379686,133.641885885,4
6706,7,Calzada de las Bombas,4,,DEPORTIVO LOS GIRASOLES III,132.040813854,99.9885296417,1
6707,7,,4,,,662.179205649,109.984356911,1
6708,4,E. Castellanos Quinto,4,RETORNO 812 Y 702,ANDADOR PARQUE LOS COLORINES,857.124425069,173.075153874,1
6709,3,Paseo de la luz,4,,CAMELLON AV. PASEO DE LA CRUZ,770.754221311,128.741133244,2
6710,8,Castor,4,RET. 52,JARDIN,5482.77107461,377.982667918,4
6711,3,Calle Venustiano Carranza,4,TLALPAN Y HUIPULCO,CAMELLON VIADUCTO TLALPAN,3043.50840837,747.058702572,2
6712,8,Avenida Aztecas,4,DE EJE 10 SUR A AV. DEL IMAN,CAMELLON AV. AZTECAS,475.130017324,154.291682548,4
6713,8,Avenida Aztecas,4,DE EJE 10 SUR A AV. DEL IMAN,CAMELLON AV. AZTECAS,645.711957141,127.796630198,4
6714,11,,5,,,125.875478812,45.7471621998,1
6715,3,,5,,,224.003661445,131.500276174,2
6716,5,,5,,,31.8448087598,25.2763436456,1
6717,4,,5,,,2876.65163871,263.884945871,1
6718,2,,5,,,887.874298419,282.76925704,1
6719,5,Andador Mezquite,5,,,772.057210348,249.819100229,1
6720,4,,5,,,306.341620884,118.883349271,1
6721,3,Ocotitlán,5,,,289.23883234,193.651288389,2
6722,11,Cerrada Maguey,5,,,485.482118112,167.985044225,1
6723,11,Cerrada Maguey,5,,,32.0982911942,30.0894026882,1
6724,3,Vasco de Quiroga,5,AV. VASCO DE QUIROGA,CAMELLON AV. VASCO DE QUIROGA,2073.32938704,625.580012242,2
6725,11,Avenida Loma de la Palma,5,,,24.4602223206,23.5967660237,1
6726,11,,5,,,946.775055359,222.249366406,1
6727,3,Mario Pani,5,,,214.381264573,247.788993891,2
6728,11,,5,,,42.455158248,48.4973240051,1
6729,11,,5,,,93.0469402192,44.2581834255,1
6730,3,Paseo Bosque de la Reforma,5,COL. BOSQUES DE LAS LOMAS,BARRANCA LA DIFERENCIA,1166.35111379,255.920589494,2
6731,3,Paseo Bosque de la Reforma,5,SECRETARIA DE MARINA Y AV. BOSQUES DE LA REFORMA,TRIANGULO,1595.93964885,386.336300057,2
6732,4,NINGUNO,5,,,17895.7832963,2442.63597408,1
6733,13,,5,,,678.067032028,297.706936028,1
6734,11,,5,,,685.024657291,233.220713161,1
6735,13,,5,,,163.820284785,104.942199788,1
6736,2,,5,,,29.0429140683,22.3513050676,1
6737,3,Paseo de los Tamarindos,5,AV. PASEO DE LOS TAMARINDOS,CAMELLON PASEO DE LOS TAMARINDOS,911.653359061,503.228409674,2
6738,3,Paseo de los Tamarindos,5,AV. PASEO DE LOS TAMARINDOS,CAMELLON PASEO DE LOS TAMARINDOS,684.740423477,507.452106483,2
6739,9,Autopista Cuota Chamapa - Lechería,5,,,5435.82496574,694.857741539,2
6740,11,,5,,,4902.94864289,292.714604168,1
6741,3,Av. Veracruz,5,,,103.290823501,47.1137345148,2
6742,9,Puente Km 15,5,,,1942.58720581,389.636802064,2
6743,3,TAMAULIPAS,5,AV. TAMAULIPAS,CAMELLON AV. TAMAULIPAS,907.871163894,200.97982984,2
6744,13,,5,,,24.8778020933,17.7036633088,1
6745,3,Santa Fe,5,AV. TAMAULIPAS,CAMELLON AV. TAMAULIPAS,1018.34395553,312.086132976,2
6746,16,Mario Pani,5,,,51.6136998986,72.0877612327,6
6747,3,Carretera Toluca - México,5,,,3280.92179038,933.596661632,2
6748,13,Vasco de Quiroga,5,,,53.1842789476,52.7120264691,1
6749,16,José María Izazaga,6,PINO SUAREZ Y JOSE MARIA IZAZAGA,PARQUE PINO SUAREZ,2451.22518246,308.007848946,6
6750,3,Paseo de la Reforma,6,,,63.6283586961,63.0771485279,2
6751,3,Lorenzo Boturini,6,DIAGONAL 20 DE NOV. Y CLAUDIO BERNAD.,GLORIETA,694.658581365,119.861617495,2
6752,3,Citlaltépetl,6,SECC. AV. BAJA CALIFORNIA - AV. TAMAULIPAS,CAMELLON AV. NUEVO LEON,133.795047615,42.6523035713,2
6753,3,Jesús Maria,6,,,577.935129531,299.737680537,2
6754,2,Fray Bartolomé de la Casas,6,,,4840.12194337,366.121118533,1
6755,6,Plaza de la República,6,"AV. DE LA REPUBLICA, REFORMA E INSURGENTES, COL RE",PLAZA DE LA REPUBLICA,12473.5013722,1168.05728892,3
6756,8,Rafael Angel de la Peña,6,"R. ANGEL DE LA PEÑA Y BOLIVAR, COL. OBRERA",PAQUE PEÑAFIEL,1373.0752048,158.049087971,4
6757,6,Arcos de Belén,6,"ARCOS DE BELEN Y DR. ANDRADE, DR. VERTIZ, DOCTORES",PARQUE MALPICA (DEL REGISTRO CIVIL),5605.83562238,336.492812344,3
6758,3,Manuel José Othón,6,,,575.396082414,1188.25389231,2
6759,3,Paseo de la Reforma,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,359.256273264,90.0091550659,2
6760,8,Plaza Grijalva,6,"RIO GRIJALVA Y RIO POO, CUAUHTEMOC",JARDIN GRIJALVA,2291.95256358,187.104442942,4
6761,3,Paseo de la Reforma,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,10573.1231307,837.791416311,2
6762,4,Reloj Solar,6,FLORES MAGON ESQ. REFORMA,PARQUE SANTIAGO TLATELOLCO,410365.916422,36011.3328108,1
6763,3,Plaza de la Constitución,6,CENTRO HISTORICO,CATEDRAL METROPOLITANA,151.059090279,67.683552661,2
6764,3,Paseo de la Reforma Norte,6,"REFORMA, EJE 1 NTE. Y JESUS CARRANZA, COL. AMP. MO",GLORIETA DE PERALVILLO,1314.14803589,281.53501895,2
6765,3,Ciclovía Reforma Sur,6,"IGNACIO RAMIREZ, VERSALLES, JUAREZ Y REVOLUCION",GLORIETA DE COLON,446.243899277,215.847182831,2
6766,3,Oaxaca,6,AV. OAXACA,CAMELLON AV. OAXACA,624.826066638,207.229896782,2
6767,14,5 de Febrero,6,"PINO SUAREZ Y FRAY SERVANDO, CENTRO HISTORICO",JARDIN DEL BARANDAL,1150.4585723,162.146975739,3
6768,2,Rivero,6,,,5866.12468408,647.513076118,1
6769,3,Metrobús Linea 1,6,SECCION STA. MA. LA RIBERA - INSIURGENTES C.,CAMELLON AV. INSURGENTES CENTRO,396.95996524,347.860856642,2
6770,3,Paseo de la Reforma,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,468.588766102,282.685469789,2
6771,6,Colón,6,"JUAREZ Y BALDERAS, DOC. MORA, C. HISTORICO",PLAZA DE LA SOLIDARIDAD,4943.00002045,285.995823145,3
6772,8,Avenida Insurgentes Sur,6,"ALVARO OBREGON, INS. Y MONTERREY, ROMA NORTE",JARDIN JUAN RULFO,2114.82203733,203.787494557,4
6773,5,Beethoven,6,,,575.185469965,140.715740254,1
6774,16,M. Rodiguez del Toro de Lazarin,6,,,1477.22527127,283.114579928,6
6775,8,Puerto Real,6,"AV. CUERNAVACA Y PUERTO REAL, CONDESA",JARDIN MORELOS,1545.23803178,158.04011237,4
6776,16,Reforma III,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,35.7574425654,45.5336484195,6
6777,3,Mozart,6,,,370.201028724,289.576966901,2
6778,3,Alvaro Obregón,6,SECC. EJE 2 NORTE - CTO. INTERIOR,CALZ. DE GUADALUPE,1286.80001313,239.617062749,2
6779,3,Moctezuma,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,726.155697927,470.451456801,2
6780,3,Orizaba,6,SECCION ANTONIO M. ANZA - ZACATECAS,CAMELLON AV. ORIZABA,577.93687637,133.218227659,2
6781,3,Paseo de la Reforma Norte,6,AV. PASEO DE LA REFORMA,CAMELLON AV. PASEO DE LA REFORMA,141.711791901,124.680231448,2
6782,14,Colima,6,AV. CUAUHTEMOC ENTRE COLIMA Y ALVARO O.ROMA NORTE,JARDIN ALEXANDER PUSIHKIN,17027.9541907,553.460780075,3
6783,3,Insurgentes Norte,6,"INSURGENTES NORTE Y REFORMA, REVOLUCION",JARDIN ASTURIAS Y TRIANGULO DE GLORIETA,471.057133908,141.03495246,2
6784,3,Calz. de la Viga,6,AV. DEL TALLER Y EJE 1 OTE. LA VIGA. PAULINO NAVAR,GLORIETA DE AV. DEL TALLER,816.613480237,116.159255753,2
6785,3,Viaducto,6,,,604.1915373,215.348540641,2
6786,3,Insurgentes Norte,6,"MAPLE Y TILOS, SANTA MARIA INSURGENTES",JARDIN DEL TIEMPO Y LATERALES DE INSURGENTES,4192.77922711,265.209101567,2
6787,16,Carril Bus-Bici Río de la Loza,6,"PUEBLA, CHAPULTEPEC Y AV. CUAUHTEMOC, ROMA NORTE",JARDIN RINCONADA,1136.07511449,173.353821545,6
6788,8,4. Cjon de Nopal,6,"NOPAL Y OYAMEL, COL. ATLAMPA",PLAZA JUAREZ,939.446386226,129.583789572,4
6789,3,Durango,6,SECCION VERACRUZ - PLAZA MADRID,CAMELLON AV. DURANGO,1664.79575896,253.344991093,2
6790,8,Ferrocarril Hidalgo,6,EJE 2 NORTE Y REFORMA,CAMELLON AV. PERALVILLO,1464.77291084,189.026638934,4
6791,3,Calz. de la Viga,6,,,321.875397376,155.035203186,2
6792,3,Avenida Chapultepec,6,AV. CHAPULTEPEC,CAMELLON AV. CHAPULTEPEC,348.021425784,199.545349779,2
6793,17,,7,AV. EDO. DE MEXICO NO. 200 COL. LOMA DE LA PALMA,PARQUE CARMEN SERDAN,297.518590485,130.663747821,7
6794,3,Canal Río Churubusco,8,,CAMELLON EJE 4 OTE. (RIO CHURUBUSCO),1246.35412635,422.760359985,2
6795,3,Calzada Ignacio Zaragoza,8,,CAMELLON AV. GRAL. IGNACIO ZARAGOZA,419.90835026,276.153560026,2
6796,9,SAN ANTONIO ABAD,8,,,735.997236188,99.7142942574,2
6797,11,,8,,,16.6015991507,16.874976613,1
6798,3,Canal Río Churubusco,8,,,74.5928859173,57.5606238095,2
6799,4,Plaza Principal,8,N/E,UPICSA,11980.8818106,973.288711193,1
6800,2,,8,,,135.221596078,107.018399078,1
6801,5,,8,,CIUDAD DEPORTIVA MAGDALENA MIXIHUCA,19.6358442866,18.7196908284,1
6802,2,,8,,CIUDAD DEPORTIVA MAGDALENA MIXIHUCA,2257.330315,217.332674284,1
6803,3,Sur 8,8,,CAMELLON AV. SUR 8,2005.1837434,226.031907686,2
6804,4,Sur 187,8,N/E,UPICSA,1571.03641122,187.118680313,1
6805,2,Añil,8,,,629.818852626,228.504366087,1
6806,3,Calz Santa Anita,8,,CAMELLON EJE 1 OTE (ANDRES MOLINA ENRIQUEZ),645.409087082,161.001056391,2
6807,5,,9,,,26.3419942368,20.9073835008,1
6808,3,Av. Tlahuac,9,,CERRO DE LA ESTRELLA,4857.09212142,2604.81780851,2
6809,3,Calle 71,9,,,723.077832825,440.03886487,2
6810,19,Loma Dorada,9,,,1252.15086108,174.418366815,6
6811,5,,9,,,48.4074299569,33.092582464,1
6812,3,J. María Olmos,9,,,3179.19323406,2107.94857852,2
6813,3,De las Torres,9,,,344.658818735,67.1481157137,2
6814,3,Carlos Pacheco,9,,,953.382949999,576.693468262,2
6815,8,Sur 113,9,,,3840.91682867,348.283506217,4
6816,8,Sur 105,9,,,475.727939901,80.2277387795,4
6817,5,Oyameles,9,,,1815.12349732,685.445760915,1
6818,5,Niño Artillero,9,,,1425.28742842,543.658358503,1
6819,8,,9,,,37.5019186571,29.9710657486,4
6820,5,Calzada Ermita Iztapalapa,9,,,77.2591416387,68.5154866206,1
6821,8,Rodolfo Usigli,9,EJE 3 Y LA VIGA,CAMELLON AV. RODOLFO USIGL,1902.32270011,176.517177015,4
6822,5,Primera Morelos,9,,,,,1
6823,3,Hidlago,9,,CERRO DE LA ESTRELLA,2017.52848156,220.699508501,2
6824,8,Av. 5,9,,,1055.79921264,129.580175086,4
6825,2,Limón,9,,,8012.39424543,398.401249466,1
6826,5,Avenida Cuahutémoc,9,,,615.122103758,265.569510164,1
6827,5,Samuel Gompers,9,,,5042.60150119,569.069897838,1
6828,5,Calle 57,9,,,324.603084838,223.267216029,1
6829,3,Real del Monte,9,,,1010.8167943,424.843590564,2
6830,3,Leyes de Reforma,9,,,508.492605204,199.580364731,2
6831,9,Lesbos,9,,CERRO DE LA ESTRELLA,359.829480967,67.3299704179,2
6832,8,,9,,,258.875443353,72.9508280552,4
6833,3,Leyes de Reforma,9,,,567.183790437,207.651405759,2
6834,8,Calle 39,9,,,1251.51613719,178.741549238,4
6835,5,Zacatlán,9,,,5708.95874948,961.62965621,1
6836,3,Calle Nautla,9,,,239.100801887,128.482957608,2
6837,8,Revolución Social,9,,,1082.82057093,133.547494021,4
6838,3,,9,,,340.360704202,195.250646958,2
6839,8,Puerto 3 Palos,9,,CERRO DE LA ESTRELLA,1104.03810948,142.213107702,4
6840,4,Avenida Díaz Soto y Gama,9,,,228.769065585,116.100740998,1
6841,3,Guerra de Reforma,9,,,1063.02483162,924.196974259,2
6842,4,Avenida Díaz Soto y Gama,9,,,298.789503885,174.817827282,1
6843,9,Prolongación Emiliano Zapata,9,CANAL NACIONAL Y EJE 6,CAMELLON EJE 2 OTE. (CALZ. DE LA VIGA),171.324206323,61.2600657808,2
6844,3,Ahuehuetes,9,,,321.681718909,80.3414237223,2
6845,3,Calle Iztaccihuatl,9,,,722.090867978,252.169491887,2
6846,5,Jilguerillas,9,,,3183.30420034,1478.44360423,1
6847,3,Calzada de la Viga,9,CANAL NACIONAL Y EJE 6,CAMELLON EJE 2 OTE. (CALZ. DE LA VIGA),1376.00383424,285.561659459,2
6848,5,Vicente Guerrero,9,,,1910.7152595,456.175955309,1
6849,3,Canal Río Churubusco,9,,CAMELLON EJE 4 OTE. (RIO CHURUBUSCO),3761.60820591,563.891953207,2
6850,4,Técnicos y Manuales,9,,,30189.4491596,5856.72233782,1
6851,5,Calle 59,9,,,21.7575770487,19.6305527746,1
6852,19,Damiana,9,,,8002.32060856,479.34470532,6
6853,5,2 R. Rodríguez,9,,,4663.88678939,958.815615328,1
6854,4,Retorno 204,9,,,911.773275896,136.761373884,1
6855,8,,9,,,112.469578243,94.3891887089,4
6856,5,,9,,,115.754860854,42.989607248,1
6857,4,Estrella,9,,CERRO DE LA ESTRELLA,4527.15471537,956.410370276,1
6858,4,Av. José Lopéz Portillo,9,,,131.570422811,48.6860684095,1
6859,8,Año de Juárez,9,AV. ERMITA IZTAPALAPA Y RIO CHURUBUSCO,CAMELLON AV. AÑO DE JUµREZ,1772.78900731,349.306258097,4
6860,8,Lic. Luis Manuel Rojas,9,AV. ERMITA - ALBARRANDA,CAMELLON AV. LUIS MANUEL ROJAS,1437.60887614,315.185259281,4
6861,4,,9,,,2282.53493371,618.49867363,1
6862,4,Estrella,9,,,8608.11166211,1316.6383848,1
6863,4,,9,,,1809.05611142,655.418965498,1
6864,3,Avenida de las Torres,9,,,148.942830504,48.5721794644,2
6865,3,Calz. Ignacio Zaragoza,9,,,1045.30170965,954.769241661,2
6866,3,De las Minas,9,,,379.045385566,203.211532593,2
6867,4,Bellavista,9,,,2398.26101756,869.930963713,1
6868,4,,9,,,15186.5304027,2287.68953231,1
6869,3,FRANCISCO VILLA,9,,,7879.52332429,370.431860032,2
6870,5,,9,,,,,1
6871,8,Canal Río Churubusco,9,,CAMELLON EJE 4 OTE. (RIO CHURUBUSCO),1687.18636342,193.69923236,4
6872,4,Telecomunicaciones,9,,,28072.3336064,2904.56701447,1
6873,5,,9,,,21.8713509055,27.4551320389,1
6874,5,Universidad,9,,,6705.51463698,1427.75944,1
6875,5,Villa Ascasuri,9,,,338.746147777,232.973675331,1
6876,3,Cerrada Álamos,9,,,124.633950882,65.654570955,2
6877,5,Rafael Curiel,9,,ESCUELA,4037.46107326,293.829023795,1
6878,7,,9,,,582.587636075,96.7947918101,1
6879,7,,9,,,1029.88590599,132.474196267,1
6880,7,,9,,,719.134629521,117.454408704,1
6881,3,Felipe Ángeles,9,,,93.6511747638,97.5550847563,2
6882,8,Fresno,9,,,696.424149486,136.802438599,4
6883,7,,9,,,3699.61913814,559.895065678,1
6884,7,,9,,,167.533105888,134.628942758,1
6885,3,TORRE NUEVA YORK,9,,,284.38360816,100.685041085,2
6886,14,1 Acosta,9,,,1347.81920013,175.899956834,3
6887,7,,9,,,1311.80498375,156.608255691,1
6888,3,Batalla de Casa Blanca,9,,,1918.63164282,1269.06388099,2
6889,3,Calle Villa Franqueza,9,,,3469.92482463,434.21906145,2
6890,5,Avena,9,,,23.0224746379,20.791563882,1
6891,5,Muicle,9,,,1860.09448701,788.207815883,1
6892,5,,9,,,53.0788506922,73.5900408827,1
6893,7,Telecomunicaciones,9,,,24613.6754846,1832.3398669,1
6894,6,Avenida Hidalgo,9,AYTO Y ALDAMA,PARQUE CUITLAHUAC,9645.02769641,420.858127076,3
6895,3,General Anaya,9,,,592.23777414,132.6516534,2
6896,5,,9,,,464.330010857,213.733194699,1
6897,5,,9,,,58.1852890995,29.247446818,1
6898,3,Lic. Javier Rojo Gomez,9,,,137.494171161,185.263826049,2
6899,3,,9,,,349.320029094,86.3007449837,2
6900,3,Lic. Javier Rojo Gomez,9,,,5239.20476114,293.950936569,2
6901,3,Genaro Estrada,9,,,151.702130545,66.3635477997,2
6902,3,Luis Mendez,9,,,419.911879979,259.380118355,2
6903,4,Priv. Santa Cruz,9,,,1932.74065037,470.878787673,1
6904,8,Avenida 6,9,,,379.426000856,117.918731283,4
6905,4,Avenida Río Cazones,9,,,638.507244845,171.64336027,1
6906,4,,9,,,67.8623432023,58.820531644,1
6907,4,,9,,,267.918003388,114.516007989,1
6908,8,Río Churubusco,9,,CAMELLON  INTERIOR (AV. RIO CHURUBUSCO),475.357441779,125.092456707,4
6909,3,Rábano,9,"AV, DEL ROSAL-PTE. RAMIREZ",CAMELLON AV. LOS ANGELES,1791.24601231,308.978058213,2
6910,5,Insurgentes,9,,,744.245123278,518.663790931,1
6911,8,Periférico,9,,,16565.4759647,1910.24305831,4
6912,3,Carmelo Pérez,9,,,164.384492747,51.9560256264,2
6913,4,NINGUNO,9,,,518.26408381,161.971394099,1
6914,5,Oro,9,,,2368.97799559,592.256018728,1
6915,2,CERRADA JARRITO,9,,,9143.23498085,458.01862814,1
6916,4,2 Ángel Pérez,9,,,268.545368465,64.2018453144,1
6917,3,Río Churubusco,9,,,99.7748248707,80.5209929524,2
6918,5,José López Portillo,9,,,1470.09048765,487.762558528,1
6919,3,Sur 73 B,9,,,270.679686497,199.061726131,2
6920,3,Telecomunicaciones,9,,,206.295359848,94.9892819563,2
6921,5,Fernando Arruti,9,,,50.259729263,35.1033376462,1
6922,13,,9,,,446.507912251,130.994498836,1
6923,13,Francisco J. Múgica,9,,,14.3803285183,20.4422616277,1
6924,3,Profesor Otilio Montaño,9,,,1911.64872088,405.759151767,2
6925,3,Av. Amazuac,9,RIO CHURUBUSCO Y EJE 6,CAMELLON AV. AMACUZAC,838.856047657,130.547058395,2
6926,5,Calle 17,9,,,37.65914674,31.2707656829,1
6927,11,,9,,,111.685868581,52.4518001047,1
6928,2,Arroyo Tlaloc,9,,CERRO DE LA ESTRELLA,1067.3876913,295.11472688,1
6929,2,,9,,CERRO DE LA ESTRELLA,56.9925862047,33.2470280192,1
6930,5,,9,,,45.3489209717,37.5550327368,1
6931,9,Río Churubusco,9,,,998.067420309,320.363074799,2
6932,19,Cuitláhuac,9,,CERRO DE LA ESTRELLA,12265.3701557,704.874984475,6
6933,5,,9,,,24.4279164032,21.1995234277,1
6934,5,Josefa Ortiz de Domínguez,9,,,62.9847649718,47.1404535348,1
6935,5,Josefa Ortiz de Domínguez,9,,,16.1764150473,18.2275870989,1
6936,8,Avenida República Federal del Sur,9,,,1330.12074852,220.774725775,4
6937,8,,9,,,3838.80705691,288.445901011,4
6938,5,,9,,,77.8982407995,35.3660132969,1
6939,3,Circunvalación,9,,,224.242026496,93.2304946982,2
6940,3,Avenida Guelatao,9,,,2666.08949118,2160.97826396,2
6941,3,Albino García,9,,,86.9614146168,117.17049574,2
6942,9,,9,,,113.677874249,52.1639516095,2
6943,8,,9,"24 DE ABRIL 1860, ESQ. EJE 5 SUR",24 DE FEBRERO,4977.76813758,298.958200512,4
